6.627646 2.1903505 0.40972686
3.7504044 -2.370645 3.7825277
0.34448925 2.8878548 3.0664959
2.9429896 -0.76248586 0.28509885
5.7660112 0.81257588 -0.28580782
2.9360051 -2.8174713 4.2654185
-1.7816099 2.9533155 2.7588196
-4.1649752 -1.4554257 0.27223703
6.1510496 2.3257816 -0.35542414
2.542969 -2.9034324 3.4667587
-0.17495678 2.1267645 3.3109305
2.5327685 -1.3841456 0.84792441
6.2217455 0.88134378 0.24031562
3.9105203 -2.475724 3.098341
-0.77405667 3.7628171 2.6097841
-1.1736324 1.2217485 -0.68785161
6.7392302 2.6819081 -0.63307238
4.6885881 -1.8979368 2.9417255
0.18221581 3.0853698 2.6500633
-1.1828449 2.0807269 -0.78928906
5.9816222 2.2755747 -1.0917627
3.337919 -2.6596599 2.4326308
0.57790947 2.6905131 2.8835807
-0.87775606 1.0408347 0.12491726
4.7934008 -0.30698863 0.43564352
1.4587358 -2.9727168 4.4498239
-1.4532828 3.3682585 2.6066804
-1.4240087 -0.51445591 -1.3059189
6.6610999 0.66746426 0.1277069
3.3652182 -2.2845705 3.1340582
-0.19298862 3.2469153 2.8428371
-0.1039992 1.1949824 0.0014879236
5.109097 1.1895025 -0.31218219
3.8516333 -4.0273995 2.3864417
0.74144059 2.8281078 2.6424973
3.4297662 0.036998168 -2.3288624
6.6787176 1.9035739 -1.3130771
3.7424212 -2.5564196 1.9446123
-0.57372832 3.4625754 2.6213884
0.78186852 1.7225063 0.22636501
2.5929544 2.6496036 -2.2716737
-4.7294641 0.079138502 2.6092839
-3.433413 0.98888522 0.094125189
0.46241415 2.2488618 -1.5548505
-4.9392691 0.68650424 1.5660766
-4.0405936 0.43866044 1.8669828
-2.8265281 0.17532587 -0.21106896
-8.7074289 -1.3602395 2.4201434
-8.9102364 -0.75561076 1.9535495
-1.5454071 3.1825666 -0.7986334
-8.0178909 0.2986657 0.84699112
-6.439961 0.46039176 -0.062800467
