,Granularity,Iteration,Corr_mean,Corr_median,Corr_std,Recon_errorA,Recon_errorB
0,8,3,0.7906804983467148,0.8183758279513069,0.1470850613721222,2911.552163420908,3002.1626570185726
0,8,4,0.673388095718314,0.7140039856294744,0.16009430801642346,3022.185494539387,2922.7557518847298
0,8,5,0.7517467071237117,0.8228832789786504,0.18711656929726556,2925.726547952093,2959.325714800687
0,8,6,0.8025037652697135,0.8846134337560634,0.1841154971688442,2929.1466588486664,2937.298368341521
0,8,7,0.8244723192721599,0.8908071520479945,0.16754600426972352,2952.1969130408947,2913.0793274666885
0,8,8,0.7580488989150447,0.8179583295786106,0.16893990454267027,2933.1076825762507,2932.7087909000848
0,8,9,0.7307490963989386,0.7754564822814616,0.15312888240189174,2901.06367161446,2999.006342065927
0,8,10,0.7993301523383822,0.8752724156943282,0.1887559811835879,2969.646332989561,2892.2149006425357
0,9,1,0.7773758236728765,0.8377376787601547,0.18516308505016615,2926.818287376997,2867.8466236938034
0,9,2,0.7315445340760784,0.7805399821838179,0.17463899977495764,2877.2371241527308,2937.5884728726746
0,9,3,0.7348100665324014,0.7675586744210083,0.17712369384742155,2892.144965313167,2984.4836489591175
0,9,4,0.7155421968887589,0.7280892214551389,0.13649493785578237,2975.0968004853303,2902.597208973359
0,9,5,0.8188919224987862,0.8614001830662179,0.15070833648392845,2901.239622928815,2916.703883768686
0,9,6,0.7784172771163159,0.8611936496580667,0.1980271168458265,2901.703654553986,2914.4806861659235
0,9,7,0.7589923963045838,0.8364185010155767,0.19510275897767881,2909.033569965279,2884.0542508068957
0,9,8,0.7908905961525958,0.8727014942477103,0.18198669249884988,2922.5092904069134,2891.3776372882107
0,9,9,0.7081625354810831,0.7380186804218803,0.17851901865919795,2870.315622798364,2979.89530945447
0,9,10,0.705590235928934,0.744171270801286,0.1715062479580553,2944.1544163462504,2838.020696202198
0,10,1,0.7852700808703331,0.8312394341081173,0.17611014036139566,2904.493088369796,2850.606531107322
0,10,2,0.7058462469894389,0.7585575849155428,0.1780166591660033,2847.7099437178167,2886.2412038143443
0,10,3,0.6886994172731375,0.7059749083385868,0.18217390066342215,2858.9709770965173,2956.2858624902483
0,10,4,0.7069072979232375,0.7336673203768428,0.16287082243235548,2952.232713007877,2883.275281514679
0,10,5,0.7930109040344814,0.8515811549821055,0.16341400178153961,2852.980602769021,2885.707572575079
0,10,6,0.8133002794058122,0.8724000613574632,0.16774644565533048,2878.9333031259234,2893.128664191535
0,10,7,0.7947801409133177,0.8935926330978982,0.1820308621434981,2875.35812606653,2871.147426610214
0,10,8,0.7656464943959618,0.8317009082324882,0.1747169561685012,2897.1542180374586,2864.68870375331
0,10,9,0.7206565141125991,0.7488912999437225,0.16967522934460447,2845.208702730045,2966.6810695427107
0,10,10,0.8452098711239494,0.9171141880294158,0.15790757084231263,2924.1269305202973,2862.134475518875
0,11,1,0.6819082661449639,0.6919938425806678,0.16993371674074811,2877.2255778556705,2824.275452566772
0,11,2,0.8194254953857761,0.8934495306582942,0.16022094434892617,2843.2704115222905,2865.7087025395563
0,11,3,0.7473188080705516,0.7953401916488418,0.20410724387051596,2820.133344406472,2891.7385668011048
0,11,4,0.6961539322913757,0.7326945050567211,0.17772877423896605,2872.9470487846265,2830.372209609724
0,11,5,0.737229014429589,0.798228140984507,0.17227563137682386,2836.953631171167,2840.064772815376
0,11,6,0.8121017055452882,0.8690278120252237,0.17544043863118539,2839.7951294818545,2829.45450205702
0,11,7,0.7993587002112428,0.9022685518873582,0.19255598600270737,2863.612244553054,2852.881697178365
0,11,8,0.6656667090661598,0.6921827475397155,0.1384318707693933,2848.281912601736,2842.4962302201866
0,11,9,0.6736726385436956,0.6977758243327036,0.18037891587575153,2812.5980732316566,2949.8802873773284
0,11,10,0.85123744641105,0.9119605318091426,0.14115298577926394,2880.4585159795056,2817.256032451944
0,12,1,0.6830322260285618,0.7463210962071779,0.1748115397692894,2842.725427764313,2826.7369132624685
0,12,2,0.6807272867150802,0.7224847829682806,0.17266991770532522,2789.7481918458298,2844.8139705277845
0,12,3,0.725933492966447,0.7836301400354269,0.20657571146894751,2797.245078165425,2872.893070794929
0,12,4,0.6912542389695416,0.7323215458358012,0.1749908523570946,2863.8734499157636,2806.1314159782987
0,12,5,0.7427418479738194,0.7807261632427527,0.17299795126139883,2802.842086118987,2809.589786261399
0,12,6,0.7869745531524638,0.8284663754581092,0.14378974119693966,2810.1941940080387,2836.5539414294076
0,12,7,0.7811008319190432,0.8764761522150915,0.19049711698759902,2851.9590847543755,2839.594516656422
0,12,8,0.6565161959903482,0.6836187334746981,0.15365245802044247,2828.9516865843443,2820.990248614155
0,12,9,0.7318759600692776,0.785512691855849,0.17272241085015821,2784.7982467842107,2844.7920722048993
0,12,10,0.706777550423416,0.7434542860316612,0.14200108217788576,2855.1519406772263,2816.8356796684716
0,13,1,0.6970987954014178,0.7648252354117899,0.1740721977964389,2851.6601458082996,2779.603671036979
0,13,2,0.6887484051120611,0.7139188563545334,0.17271427186266666,2770.5734804034346,2815.9454621822674
0,13,3,0.7162025719495893,0.7501092903392976,0.19988984184058342,2768.2679884619583,2851.4602644996703
0,13,4,0.6941992565720726,0.7283374482168958,0.17423430114453153,2830.3570681530873,2788.2062775740665
0,13,5,0.7383915392671888,0.7815930438581256,0.18409990291501946,2788.9184037827804,2818.8437595626337
0,13,6,0.7350909858206918,0.7930480382290042,0.1857620704745581,2805.3603610971563,2813.052659872867
0,13,7,0.7711968337072236,0.8524309792247974,0.18216832064875194,2822.537853583517,2813.0473648000493
0,13,8,0.7206227606018727,0.756501602544253,0.1689716110586554,2807.8600360913774,2778.3022730121656
0,13,9,0.775480695556511,0.8283905126506541,0.16128131145745386,2761.3875738342963,2809.5062047564224
0,13,10,0.6854017793819711,0.7039080094745481,0.14761335877821907,2831.435916089227,2761.18094560567
0,14,1,0.6901805322070137,0.7663187507726378,0.18469260451963165,2847.131371951084,2761.712175049554
0,14,2,0.6974005716962027,0.724250401233822,0.1637382747586903,2758.5316422431815,2796.58194659903
0,14,3,0.7155234801921038,0.7344260243284257,0.1751251640089737,2745.8760042296803,2818.3396780634553
0,14,4,0.6605506466426131,0.6786931696872126,0.17478430486604402,2813.4895734239735,2769.734076409543
0,14,5,0.7254609331729877,0.7676958654098919,0.1930856802055185,2772.8443507031075,2806.211770047673
0,14,6,0.6714962761887839,0.7110610356346686,0.17138703982042555,2787.295233630832,2806.9521783965124
0,14,7,0.7604174568004735,0.8379152660688424,0.17903282119674988,2805.9360249077067,2796.4006420515266
0,14,8,0.7330920240073732,0.779621079759663,0.1682176621549468,2779.7267527850936,2766.6605034669083
0,14,9,0.7348882293867897,0.7650575827142669,0.17093873348436164,2746.826147158153,2819.2351147452164
0,14,10,0.7166403302240328,0.763110408634287,0.1903681464533997,2813.7280222907475,2738.771633857391
0,15,1,0.6831389265574926,0.7449150461727538,0.1807889193765262,2823.290594372015,2744.1683800447704
0,15,2,0.6981244171350244,0.7221874783007108,0.17455950947239246,2732.4253504656594,2779.746016474864
0,15,3,0.7172646436631847,0.7494178334837225,0.17177932743528754,2731.6133042629267,2782.240551342007
0,15,4,0.6813778875158482,0.7006034923442845,0.1710737532931412,2777.766774740258,2737.665280920609
0,15,5,0.7160988647450003,0.7371085273426363,0.18302688361038066,2741.959506134691,2786.5466304197976
0,15,6,0.6660321594402788,0.6954781688734026,0.16502890526192088,2782.7057430688214,2793.2707718707543
0,15,7,0.7495076186195726,0.8287580472546048,0.18933820521471562,2788.3789182538403,2774.582879784897
0,15,8,0.7070283110911044,0.7399919058473095,0.16660950410469105,2760.3624730363654,2749.254579265193
0,15,9,0.732329671454727,0.7567731717433182,0.16559867264104192,2720.087472155465,2800.2134926793574
0,15,10,0.6909076331680004,0.7052234657873824,0.19068766235301893,2794.8362164924183,2731.5404967332997
0,16,1,0.7238835547095511,0.7900724847618652,0.17576033315727133,2797.4954356854546,2727.120636857845
0,16,2,0.6841596496773273,0.6986595982690752,0.17918751723597892,2725.699624172773,2765.785015365727
0,16,3,0.7645833745277029,0.7977404882456117,0.16529260700328738,2711.8601998066893,2768.1584758870963
0,16,4,0.7009714386986128,0.7291583583448837,0.17284493820545727,2782.9087974201066,2721.916450515308
0,16,5,0.7168726670873234,0.7495257559294155,0.18721132200013138,2724.424331585209,2774.40948173478
0,16,6,0.7223023849353627,0.7745443285587863,0.181564131386519,2774.0735106565758,2738.6967931205013
0,16,7,0.6937658863141383,0.6980669429979225,0.18068757876926836,2757.0686316065653,2769.5733499521903
0,16,8,0.7126587260613165,0.7539693534352048,0.1778637581662837,2742.6551724980504,2733.079930408084
0,16,9,0.6989172577511769,0.7150900249635583,0.17737084899416225,2692.5983799123537,2774.9657094532295
0,16,10,0.7265130445313172,0.7571596665020675,0.19594489465639434,2766.3073170123803,2714.4734994305463
0,17,1,0.7276946576768659,0.7881526012528342,0.1706226672529245,2780.724212283619,2710.1612214444335
0,17,2,0.6945499652265709,0.7135995451082052,0.17917459369813818,2708.0449093808515,2754.3922419027276
0,17,3,0.7511225873667728,0.7819694863368425,0.1694428295482302,2699.1816945761952,2756.6818145192296
0,17,4,0.6808646570552064,0.7065901172556601,0.14318384626672903,2745.9602270433156,2705.8040710782666
0,17,5,0.6909147507926946,0.7199370562217628,0.17290969858715327,2714.0056392548463,2746.086697007205
0,17,6,0.7504080811037459,0.812033892979898,0.17708891893232803,2753.981868744898,2726.4016334502876
0,17,7,0.6987755945898195,0.7209676757035013,0.1815371514149319,2744.137833338657,2753.572162911355
0,17,8,0.7171897296929541,0.7586972232225173,0.17267677575022167,2723.8162498115353,2715.6476858675705
0,17,9,0.7335334801946987,0.7565895744184574,0.15382013797830557,2677.0219795890175,2745.721604302341
0,17,10,0.7142136463439764,0.7444473743374868,0.20129944077088657,2752.1367026901785,2701.842067572193
0,18,1,0.6974489968255255,0.7185033416580124,0.17096487680626307,2738.6628120954606,2700.237335895712
0,18,2,0.6939700086697018,0.7165014289693392,0.1857260336117033,2686.871102206672,2741.849441947446
0,18,3,0.7392897664600852,0.7683035260901714,0.1640432733160575,2675.62611284269,2739.8150767332845
0,18,4,0.6637431230714392,0.6822184173202732,0.1431740325524419,2734.8562857695892,2692.190067644493
0,18,5,0.7023927930748219,0.733148856058832,0.17009525957354152,2704.2794246354497,2731.4552887416926
0,18,6,0.7295995728395492,0.7998927933753905,0.17027988414794604,2717.628164939849,2718.936379483838
0,18,7,0.7082575299314838,0.7240561640747585,0.17481161639711124,2723.258143133275,2742.8026210597054
0,18,8,0.7281141640524003,0.7574345610716231,0.17821593639312605,2700.682608719182,2697.9649093081316
0,18,9,0.7154035794697676,0.7450804294672286,0.16200811075391564,2666.395038894672,2741.327347789877
0,18,10,0.6992248568377124,0.7187182129680817,0.2017653057983058,2732.1690636621915,2689.9439535070164
0,19,1,0.7018166171649903,0.7311782967796334,0.17090543187949636,2725.7206492850446,2688.1696074467454
0,19,2,0.7599584339363512,0.819875074906165,0.17645057662987368,2678.558137963884,2703.2009333940937
0,19,3,0.7408364312954376,0.7763442799037883,0.16879460602810267,2660.6125041537603,2725.276421604161
0,19,4,0.6911642268864326,0.7190804565608777,0.1586775093936295,2686.8000724470476,2678.7150983876963
0,19,5,0.6884353508897548,0.7047673040513742,0.16221486597294618,2689.1002527918963,2722.1629458236
0,19,6,0.6968863991913765,0.757353334792984,0.1723434687389898,2680.2520497211704,2712.2026143495664
0,19,7,0.683062326936712,0.7114056333473227,0.18646380375865773,2699.2111646648427,2735.4733666459415
0,19,8,0.7131964958875884,0.7417316046651552,0.17905726516080675,2693.2302281179645,2675.8606837658867
0,19,9,0.7042015095831619,0.7357864758712345,0.1684009381071611,2651.5286893554953,2732.470663290069
0,19,10,0.6890215093944053,0.6908008375410013,0.1954039521042933,2706.861702975782,2674.4491625302217
0,20,1,0.7194530105396957,0.7402879320372394,0.17864186834846024,2715.3766436082788,2659.534021854693
0,20,2,0.7558280031369514,0.8081002202251804,0.1807723431357243,2673.9915602103683,2688.9852241025583
0,20,3,0.7262596596874272,0.7511926458622442,0.1734426465158233,2656.2205299017805,2707.5614617530787
0,20,4,0.6875270594085872,0.6997943872976851,0.16468014894590896,2672.059506009485,2662.40115838937
0,20,5,0.6787516005322487,0.6912109048507344,0.16468487916233027,2671.7872354793353,2714.5531352820085
0,20,6,0.7273308588636757,0.7597345077653175,0.16601694914195264,2659.9750785118053,2685.307758632391
0,20,7,0.7017806356673464,0.7364398983399195,0.1719916736725029,2674.170492909765,2722.421063155291
0,20,8,0.7253884857760008,0.7611972578982908,0.1759984578998831,2680.147125757949,2663.461847174637
0,20,9,0.6796170439582863,0.7015897094072983,0.17275645203023673,2648.8641480779534,2719.9979108497923
0,20,10,0.6803846592684702,0.6809312970457932,0.19497088272530677,2698.8770318296806,2668.1799242146576
