ID,Comp1_CT,Comp1_SA,Comp1_T1,Comp1_T2,Comp2_CT,Comp2_SA,Comp2_T1,Comp2_T2,Comp3_CT,Comp3_SA,Comp3_T1,Comp3_T2,Comp4_CT,Comp4_SA,Comp4_T1,Comp4_T2
ADB0063,1539.3724671146254,1724.9020683068995,1595.1320333263075,1501.1229307334693,1574.7873056722387,1430.7381451788942,1523.5256135123097,1471.6785435568038,1336.1747929965356,1417.6212437546883,1596.580351525198,1478.4828191546278,1045.2168101729185,1033.0058935795796,1075.7449025215028,948.2906806357234
ADB0077,1474.639231847105,1667.929105021938,1520.9234128723829,1515.7789439578264,1518.6648153794345,1404.9816862494272,1532.3384457935454,1490.8737676883131,1304.5306627627092,1354.9116845262145,1576.1146176327807,1469.415404711112,984.4313037137924,1021.5274329948038,1051.0076793144576,930.8187977549297
ADB0079,1534.3252147829494,1710.1388081273783,1437.0427555074446,1487.6250470754514,1540.5498150221597,1392.4358399736946,1408.7304880015427,1500.8410200747658,1332.4208914615535,1369.013131875447,1484.7755485008936,1475.9476327944503,1008.465399081966,1018.993506828334,976.5787533552477,941.293791050518
ADB0081,1488.4712726645369,1645.0847180908609,1402.770639259193,1479.364482032184,1491.0438373014247,1404.2726313527317,1383.5968056530244,1497.4321259533988,1280.2319930087824,1390.1102437556394,1442.6325395968236,1485.2777156260647,1000.9949525170756,1026.8558711028684,940.5393733614504,925.790631172057
ADB0083,1510.9197170131663,1673.3904772450517,1628.399162546325,1486.6926652098016,1532.604914759988,1378.713527844276,1553.7250952201741,1505.682655463485,1339.4553800024928,1368.4639938554867,1617.2746091174802,1485.962532151114,1023.2048394591368,1013.056605102703,1116.1518647917753,937.2774595196652
ADB0086,1489.3798796814388,1771.5239034964973,1347.8698019385968,1510.6099044277673,1483.5269352125088,1427.0196350878493,1309.1319011292953,1492.5511329549265,1322.862846359867,1411.7797501725788,1392.3868475326697,1471.4378916656146,980.2082795987279,1073.2649053766108,902.5840137075122,913.1235748386719
ADB0087,1585.8190582854395,1723.519593495082,1431.9354942661914,1495.989128527258,1598.0756786247016,1459.8294816033458,1409.0343395400114,1478.977148081429,1386.8591910181685,1433.8018478464073,1471.5507438743905,1494.0906760757093,1065.222236661838,1071.987491703439,1006.8221287768523,934.5102808838413
ADB0091,1324.9657205804108,1607.625148541353,1347.1928286552989,1533.7113670230608,1427.3783890213986,1354.0140372994645,1323.7278530392782,1486.3966439867029,1235.914260227282,1345.878688144623,1381.9570679222215,1468.2495393741153,903.3257048618262,967.6356355632802,903.4354614129579,911.2604173067305
ADB0092,1389.5766825498054,1563.7502470236811,1594.2987425600452,1523.699789857134,1414.5533494998772,1338.5789879894583,1523.6391942711532,1497.5865473220551,1229.4026107547086,1299.9554110798001,1562.9393413776397,1446.8877905091488,940.9655979092753,952.2233041971928,1070.2374490056613,929.8721442052423
ADB0094,1488.214962465302,1633.9896155282731,1494.790165985272,1503.795078729963,1566.6345088152389,1371.5414687241873,1445.033596571689,1495.626668004198,1412.542895465836,1349.3027207609678,1470.4419327475339,1504.5600675156757,1043.500472007141,1025.6106710677423,999.7800433430889,906.6154718950137
ADB0101,1564.3550847267836,1583.6824826466343,1553.7857836456635,1536.551256504332,1637.5752687571296,1349.3936047591549,1488.7130525118803,1486.9279694724403,1430.2926049718103,1306.1726771387512,1555.6549445234846,1442.015260341613,1107.8069867208967,969.4121993256555,1048.6375110793408,931.2845269602359
